Client_ID;Attrition_Flag;Customer_Age;Gender;Dependent_count;Education_Level;Marital_Status;Income_Category;Card_Category;Months_on_book;Total_Relationship_Count;Months_Inactive_12_mon;Contacts_Count_12_mon;Credit_Limit;Total_Revolving_Bal;Avg_Open_To_Buy;Total_Amt_Chng_Q4_Q1;Total_Trans_Amt;Total_Trans_Ct;Total_Ct_Chng_Q4_Q1;Avg_Utilization_Ratio;Is_Active;Years_on_book;Customer_Age_agg;Total_Trans_Amt_agg;Total_Trans_Ct_agg
779058108;Existing Customer;49;M;3;4. Graduate;Divorced;3. $60K - 80K;1. Blue;30;6;1;2;2536.0;1823;713.0;0.703;1468;23;0.353;0.719;1;(2, 3];(45, 50];(1000, 1500];(20, 30]
715156383;Existing Customer;44;M;1;7. Unknown;Unknown;5. 120K+;1. Blue;36;6;2;2;34516.0;1533;32983.0;0.924;1603;29;0.526;0.044;1;(2, 3];(40, 45];(1500, 2000];(20, 30]
711013983;Attrited Customer;55;F;4;7. Unknown;Married;2. $40K - 60K;1. Blue;45;2;4;3;2158.0;0;2158.0;0.585;615;12;0.714;0.0;0;(3, 4];(50, 55];(500, 1000];(10, 20]
755420433;Existing Customer;59;F;1;4. Graduate;Married;6. Unknown;1. Blue;52;2;3;3;10133.0;1417;8716.0;0.383;1068;20;0.818;0.14;1;(4, 5];(55, 75];(1000, 1500];(10, 20]
794543958;Existing Customer;53;M;1;4. Graduate;Divorced;4. $80K - 120K;1. Blue;35;5;4;2;34516.0;1219;33297.0;1.129;1590;27;2.0;0.035;1;(2, 3];(50, 55];(1500, 2000];(20, 30]
719720058;Existing Customer;44;M;3;3. High School;Single;3. $60K - 80K;1. Blue;31;4;3;1;12756.0;837;11919.0;1.932;1413;14;1.8;0.066;1;(2, 3];(40, 45];(1000, 1500];(10, 20]
778992108;Existing Customer;57;M;2;7. Unknown;Married;5. 120K+;1. Blue;45;5;3;3;5266.0;0;5266.0;1.702;1516;29;1.636;0.0;1;(3, 4];(55, 75];(1500, 2000];(20, 30]
717539808;Existing Customer;51;F;2;3. High School;Single;1. < $40K;1. Blue;36;3;2;2;9930.0;0;9930.0;0.731;1276;21;1.333;0.0;1;(2, 3];(50, 55];(1000, 1500];(20, 30]
789140283;Existing Customer;53;M;0;4. Graduate;Single;4. $80K - 120K;1. Blue;42;5;4;1;2664.0;2037;627.0;0.85;1286;29;0.933;0.765;1;(3, 4];(50, 55];(1000, 1500];(20, 30]
715550508;Existing Customer;45;F;3;7. Unknown;Married;6. Unknown;1. Blue;28;5;1;2;2535.0;2440;95.0;1.705;1312;20;1.222;0.963;1;(2, 3];(40, 45];(1000, 1500];(10, 20]
772629333;Existing Customer;45;M;3;4. Graduate;Married;2. $40K - 60K;1. Blue;35;5;4;2;3454.0;1200;2254.0;0.597;1313;30;0.304;0.347;1;(2, 3];(40, 45];(1000, 1500];(20, 30]
802013583;Existing Customer;56;M;3;2. College;Married;5. 120K+;1. Blue;50;3;2;0;9689.0;2250;7439.0;0.576;1158;19;0.727;0.232;1;(4, 5];(55, 75];(1000, 1500];(10, 20]
711887583;Attrited Customer;47;M;2;7. Unknown;Married;4. $80K - 120K;1. Blue;37;2;3;3;5449.0;1628;3821.0;0.696;836;18;0.385;0.299;0;(3, 4];(45, 50];(500, 1000];(10, 20]
714778833;Existing Customer;49;F;3;2. College;Single;6. Unknown;1. Blue;43;4;4;0;23032.0;1960;21072.0;0.619;1289;22;1.0;0.085;1;(3, 4];(45, 50];(1000, 1500];(20, 30]
713843283;Existing Customer;41;F;3;7. Unknown;Married;6. Unknown;2. Silver;34;5;3;3;34516.0;2053;32463.0;1.034;1487;26;0.733;0.059;1;(2, 3];(40, 45];(1000, 1500];(20, 30]
721091583;Existing Customer;44;F;2;4. Graduate;Single;1. < $40K;1. Blue;32;3;3;3;3031.0;1879;1152.0;0.788;1298;15;1.5;0.62;1;(2, 3];(40, 45];(1000, 1500];(10, 20]
779509983;Existing Customer;53;M;2;5. Post-Graduate;Single;5. 120K+;1. Blue;36;6;1;2;34516.0;931;33585.0;0.828;1022;21;1.1;0.027;1;(2, 3];(50, 55];(1000, 1500];(20, 30]
717929133;Existing Customer;44;M;1;1. Uneducated;Married;3. $60K - 80K;1. Blue;36;5;2;3;14450.0;2440;12010.0;1.283;1235;30;0.667;0.169;1;(2, 3];(40, 45];(1000, 1500];(20, 30]
708492558;Existing Customer;42;M;3;7. Unknown;Married;3. $60K - 80K;1. Blue;36;5;3;3;15088.0;865;14223.0;0.939;1107;21;1.625;0.057;1;(2, 3];(40, 45];(1000, 1500];(20, 30]
718619883;Existing Customer;54;F;0;1. Uneducated;Married;1. < $40K;1. Blue;36;2;2;2;1494.0;706;788.0;1.674;1305;24;3.0;0.473;1;(2, 3];(50, 55];(1000, 1500];(20, 30]
714798783;Existing Customer;49;M;1;4. Graduate;Single;4. $80K - 120K;1. Blue;36;6;2;2;18886.0;895;17991.0;1.826;1235;18;1.571;0.047;1;(2, 3];(45, 50];(1000, 1500];(10, 20]
771894558;Existing Customer;50;M;3;3. High School;Single;4. $80K - 120K;1. Blue;39;4;1;4;9964.0;1559;8405.0;1.873;1626;25;0.786;0.156;1;(3, 4];(45, 50];(1500, 2000];(20, 30]
721074183;Existing Customer;49;M;1;6. Doctorate;Married;3. $60K - 80K;1. Blue;36;4;6;3;24159.0;1196;22963.0;0.712;1111;24;1.0;0.05;1;(2, 3];(45, 50];(1000, 1500];(20, 30]
718414008;Existing Customer;50;M;2;4. Graduate;Single;5. 120K+;1. Blue;36;3;2;2;34516.0;1023;33493.0;1.004;1064;13;0.625;0.03;1;(2, 3];(45, 50];(1000, 1500];(10, 20]
719666283;Existing Customer;55;F;1;6. Doctorate;Married;1. < $40K;1. Blue;36;4;1;0;3174.0;1951;1223.0;0.766;1243;29;0.611;0.615;1;(2, 3];(50, 55];(1000, 1500];(20, 30]
711318033;Existing Customer;47;M;3;4. Graduate;Single;3. $60K - 80K;1. Blue;36;4;2;2;2926.0;0;2926.0;0.676;1304;24;0.846;0.0;1;(2, 3];(45, 50];(1000, 1500];(20, 30]
783554958;Existing Customer;58;M;4;4. Graduate;Single;5. 120K+;1. Blue;52;6;1;0;32090.0;0;32090.0;0.567;1368;30;0.364;0.0;1;(4, 5];(55, 75];(1000, 1500];(20, 30]
720201033;Attrited Customer;53;M;2;4. Graduate;Married;4. $80K - 120K;1. Blue;41;3;3;2;11669.0;2227;9442.0;0.622;720;23;0.353;0.191;0;(3, 4];(50, 55];(500, 1000];(20, 30]
718039683;Existing Customer;52;M;2;3. High School;Single;2. $40K - 60K;1. Blue;45;3;1;2;13532.0;1300;12232.0;0.846;1521;29;1.417;0.096;1;(3, 4];(50, 55];(1500, 2000];(20, 30]
710806083;Existing Customer;50;F;1;1. Uneducated;Unknown;1. < $40K;2. Silver;36;4;2;2;11888.0;2090;9798.0;0.7;1137;30;0.765;0.176;1;(2, 3];(45, 50];(1000, 1500];(20, 30]
714752208;Existing Customer;42;F;1;4. Graduate;Married;1. < $40K;1. Blue;36;5;1;2;2393.0;1985;408.0;0.788;978;16;0.778;0.83;1;(2, 3];(40, 45];(500, 1000];(10, 20]
822063408;Existing Customer;43;M;4;7. Unknown;Married;2. $40K - 60K;1. Blue;39;5;1;2;6111.0;2517;3594.0;0.632;1221;16;2.2;0.412;1;(3, 4];(40, 45];(1000, 1500];(10, 20]
714490308;Existing Customer;57;M;4;4. Graduate;Married;4. $80K - 120K;1. Blue;46;3;2;3;19270.0;1662;17608.0;1.186;1565;28;1.545;0.086;1;(3, 4];(55, 75];(1500, 2000];(20, 30]
708296883;Existing Customer;44;F;3;4. Graduate;Single;2. $40K - 60K;1. Blue;38;3;1;0;11749.0;788;10961.0;0.688;1178;27;0.929;0.067;1;(3, 4];(40, 45];(1000, 1500];(20, 30]
719154483;Existing Customer;53;M;2;3. High School;Divorced;3. $60K - 80K;1. Blue;36;5;3;2;7753.0;2100;5653.0;0.839;991;26;0.733;0.271;1;(2, 3];(50, 55];(500, 1000];(20, 30]
711112683;Existing Customer;63;F;1;2. College;Married;6. Unknown;1. Blue;36;6;2;3;3967.0;1568;2399.0;1.236;1657;29;1.231;0.395;1;(2, 3];(55, 75];(1500, 2000];(20, 30]
715674483;Existing Customer;39;F;2;5. Post-Graduate;Single;1. < $40K;1. Blue;27;4;2;2;6205.0;2517;3688.0;0.939;1204;19;0.727;0.406;1;(2, 3];(35, 40];(1000, 1500];(10, 20]
789322833;Attrited Customer;48;F;5;3. High School;Married;1. < $40K;1. Blue;38;1;3;3;8025.0;0;8025.0;0.654;673;18;0.8;0.0;0;(3, 4];(45, 50];(500, 1000];(10, 20]
789968058;Existing Customer;51;M;1;7. Unknown;Single;5. 120K+;1. Blue;42;6;2;3;9036.0;2327;6709.0;0.649;1131;18;0.636;0.258;1;(3, 4];(50, 55];(1000, 1500];(10, 20]
709919283;Existing Customer;54;M;4;4. Graduate;Married;4. $80K - 120K;1. Blue;34;2;3;2;14926.0;2517;12409.0;1.996;1576;25;1.5;0.169;1;(2, 3];(50, 55];(1500, 2000];(20, 30]
718744008;Existing Customer;59;F;1;4. Graduate;Single;1. < $40K;1. Blue;36;3;2;3;6335.0;1128;5207.0;0.397;1217;20;0.667;0.178;1;(2, 3];(55, 75];(1000, 1500];(10, 20]
767712558;Attrited Customer;59;M;1;2. College;Single;3. $60K - 80K;1. Blue;53;2;3;3;14979.0;0;14979.0;0.71;530;10;1.0;0.0;0;(4, 5];(55, 75];(500, 1000];(0, 10]
712950783;Attrited Customer;48;F;4;1. Uneducated;Married;1. < $40K;1. Blue;38;3;2;3;2732.0;0;2732.0;0.76;739;16;0.455;0.0;0;(3, 4];(45, 50];(500, 1000];(10, 20]
772288758;Existing Customer;47;F;4;4. Graduate;Married;6. Unknown;1. Blue;36;4;1;3;5349.0;1228;4121.0;0.728;1343;30;1.308;0.23;1;(2, 3];(45, 50];(1000, 1500];(20, 30]
711009708;Existing Customer;40;M;3;3. High School;Single;4. $80K - 120K;1. Blue;28;5;1;0;21617.0;0;21617.0;1.047;1351;22;0.467;0.0;1;(2, 3];(35, 40];(1000, 1500];(20, 30]
712215258;Existing Customer;50;F;1;4. Graduate;Single;2. $40K - 60K;2. Silver;31;2;2;3;18386.0;0;18386.0;0.868;1298;22;0.571;0.0;1;(2, 3];(45, 50];(1000, 1500];(20, 30]
773827008;Existing Customer;47;M;4;1. Uneducated;Single;3. $60K - 80K;1. Blue;41;6;2;2;2405.0;1540;865.0;0.469;1087;29;1.231;0.64;1;(3, 4];(45, 50];(1000, 1500];(20, 30]
795232683;Existing Customer;53;F;1;2. College;Married;1. < $40K;1. Blue;47;4;2;3;2154.0;930;1224.0;2.121;1439;26;1.364;0.432;1;(3, 4];(50, 55];(1000, 1500];(20, 30]
713786508;Existing Customer;42;F;5;7. Unknown;Married;2. $40K - 60K;1. Blue;36;3;3;3;2038.0;0;2038.0;0.786;1238;28;0.75;0.0;1;(2, 3];(40, 45];(1000, 1500];(20, 30]
713539833;Existing Customer;48;F;4;3. High School;Single;2. $40K - 60K;1. Blue;38;6;1;3;8135.0;0;8135.0;1.373;1716;29;0.812;0.0;1;(3, 4];(45, 50];(1500, 2000];(20, 30]
712454058;Existing Customer;49;M;1;6. Doctorate;Married;5. 120K+;1. Blue;38;6;1;3;9364.0;618;8746.0;0.554;1099;27;0.8;0.066;1;(3, 4];(45, 50];(1000, 1500];(20, 30]
718759833;Existing Customer;44;F;2;1. Uneducated;Married;6. Unknown;2. Silver;35;4;3;2;32643.0;0;32643.0;1.3;1058;24;2.429;0.0;1;(2, 3];(40, 45];(1000, 1500];(20, 30]
718803333;Existing Customer;43;F;4;4. Graduate;Divorced;1. < $40K;1. Blue;34;2;3;1;3195.0;1954;1241.0;0.971;1285;29;0.706;0.612;1;(2, 3];(40, 45];(1000, 1500];(20, 30]
720253908;Existing Customer;56;M;0;3. High School;Married;4. $80K - 120K;1. Blue;43;5;2;1;2852.0;1024;1828.0;1.009;1651;28;1.0;0.359;1;(3, 4];(55, 75];(1500, 2000];(20, 30]
714791208;Existing Customer;47;F;4;7. Unknown;Divorced;1. < $40K;1. Blue;41;6;5;3;3482.0;2114;1368.0;0.508;1039;24;0.263;0.607;1;(3, 4];(45, 50];(1000, 1500];(20, 30]
772426383;Existing Customer;50;F;4;1. Uneducated;Married;2. $40K - 60K;1. Blue;40;5;2;3;3065.0;1570;1495.0;1.077;1130;28;1.333;0.512;1;(3, 4];(45, 50];(1000, 1500];(20, 30]
710975883;Existing Customer;51;F;3;1. Uneducated;Married;1. < $40K;1. Blue;43;3;1;2;2185.0;1761;424.0;0.682;1645;30;0.429;0.806;1;(3, 4];(50, 55];(1500, 2000];(20, 30]
714264408;Existing Customer;47;F;3;1. Uneducated;Married;1. < $40K;1. Blue;36;4;1;0;1611.0;746;865.0;0.993;1413;29;0.706;0.463;1;(2, 3];(45, 50];(1000, 1500];(20, 30]
715827858;Existing Customer;58;F;4;1. Uneducated;Married;1. < $40K;1. Blue;47;3;3;3;2822.0;2173;649.0;1.456;1218;23;2.286;0.77;1;(3, 4];(55, 75];(1000, 1500];(20, 30]
713741358;Attrited Customer;46;M;5;4. Graduate;Single;4. $80K - 120K;1. Blue;33;6;3;3;32975.0;2517;30458.0;0.658;597;17;0.7;0.076;0;(2, 3];(45, 50];(500, 1000];(10, 20]
714141108;Existing Customer;52;F;1;3. High School;Married;1. < $40K;1. Blue;45;6;3;3;6703.0;893;5810.0;0.567;1388;28;0.75;0.133;1;(3, 4];(50, 55];(1000, 1500];(20, 30]
708953883;Attrited Customer;53;M;2;7. Unknown;Married;4. $80K - 120K;1. Blue;36;2;2;1;3212.0;0;3212.0;0.713;757;20;0.25;0.0;0;(2, 3];(50, 55];(500, 1000];(10, 20]
714964758;Existing Customer;45;F;5;4. Graduate;Divorced;2. $40K - 60K;1. Blue;36;5;2;2;10400.0;1777;8623.0;0.791;1105;28;0.867;0.171;1;(2, 3];(40, 45];(1000, 1500];(20, 30]
712977183;Existing Customer;57;F;2;1. Uneducated;Single;2. $40K - 60K;2. Silver;36;6;3;0;19482.0;1072;18410.0;0.706;1421;22;1.444;0.055;1;(2, 3];(55, 75];(1000, 1500];(20, 30]
710829108;Existing Customer;59;F;1;1. Uneducated;Married;2. $40K - 60K;1. Blue;36;4;2;3;3356.0;985;2371.0;0.35;999;28;0.556;0.294;1;(2, 3];(55, 75];(500, 1000];(20, 30]
779562633;Existing Customer;45;M;2;1. Uneducated;Married;2. $40K - 60K;1. Blue;34;3;2;1;5771.0;2248;3523.0;1.791;1387;18;0.8;0.39;1;(2, 3];(40, 45];(1000, 1500];(10, 20]
715315833;Existing Customer;51;M;3;4. Graduate;Married;4. $80K - 120K;1. Blue;36;6;2;3;11106.0;2107;8999.0;0.948;1243;24;1.0;0.19;1;(2, 3];(50, 55];(1000, 1500];(20, 30]
719360583;Existing Customer;53;M;1;4. Graduate;Married;3. $60K - 80K;1. Blue;45;6;2;2;3380.0;1701;1679.0;0.747;1502;25;1.273;0.503;1;(3, 4];(50, 55];(1500, 2000];(20, 30]
721148358;Existing Customer;49;F;3;1. Uneducated;Single;6. Unknown;1. Blue;38;6;2;1;12860.0;0;12860.0;0.646;1348;27;0.286;0.0;1;(3, 4];(45, 50];(1000, 1500];(20, 30]
711033408;Existing Customer;50;F;2;3. High School;Married;1. < $40K;1. Blue;36;5;1;2;9355.0;1626;7729.0;0.701;1230;28;0.867;0.174;1;(2, 3];(45, 50];(1000, 1500];(20, 30]
780376683;Existing Customer;57;M;1;4. Graduate;Married;4. $80K - 120K;1. Blue;47;5;3;1;14612.0;1976;12636.0;1.768;1827;24;3.0;0.135;1;(3, 4];(55, 75];(1500, 2000];(20, 30]
780466533;Existing Customer;54;M;3;6. Doctorate;Married;5. 120K+;1. Blue;41;3;3;0;21592.0;1676;19916.0;1.097;1873;52;0.529;0.078;1;(3, 4];(50, 55];(1500, 2000];(50, 60]
